ID,customerCode,name,phone,email,gender,birthDate,ageGroup,address,city,postalCode,membershipType,registeredAt,isActive,totalPurchaseAmount,visitCount,lastVisitDate,preferredStore_ID
f1000001-0000-4000-8000-000000000011,CUST-00011,박은지,010-6625-6778,park11@naver.com,M,1960-05-01,60대+,동구 번영길 192,대구,53408,GOLD,2024-07-03,true,5789924,88,2026-03-26,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000012,CUST-00012,나지훈,010-9592-9276,na12@gmail.com,M,2004-10-18,20대,서구 미래길 86,대전,26429,GOLD,2025-05-10,true,1092354,28,2026-04-14,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000013,CUST-00013,우민준,010-7726-3554,woo13@naver.com,M,2002-12-22,20대,분당구 학원로 194,성남,36827,VIP,2023-12-28,true,5159250,60,2026-03-02,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000014,CUST-00014,진도윤,010-8229-4923,jin14@naver.com,F,1972-09-21,50대,유성구 번영길 149,대전,31025,REGULAR,2022-04-03,true,5620415,102,2026-03-11,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000015,CUST-00015,문은서,010-3807-3332,moon15@daum.net,F,1990-06-26,30대,대덕구 희망번길 258,대전,57345,GOLD,2020-02-04,true,3188194,99,2026-04-05,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000016,CUST-00016,주소윤,010-6549-4537,joo16@kakao.com,M,2002-04-14,20대,남구 테헤란길 73,대구,60389,SILVER,2025-04-01,true,8128768,74,2026-04-01,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000017,CUST-00017,강서윤,010-4409-1593,kang17@gmail.com,F,1964-04-06,60대+,수성구 산업길 8,대구,37709,SILVER,2020-04-04,true,5655814,9,2026-03-23,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000018,CUST-00018,배상우,010-7668-4837,bae18@kakao.com,M,1962-11-24,60대+,송파구 청춘길 39,서울,60549,REGULAR,2020-01-16,true,2369734,99,2026-04-09,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000019,CUST-00019,방한결,010-3340-9253,bang19@hanmail.net,F,1985-05-16,40대,수지구 희망로 56,용인,57364,GOLD,2020-03-23,true,9021825,87,2026-04-01,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000020,CUST-00020,민예린,010-9310-7970,min20@naver.com,F,2005-03-07,20대,남구 중앙번길 117,대구,48795,VIP,2020-07-12,true,9062648,107,2026-04-04,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000021,CUST-00021,하예린,010-4116-7110,ha21@gmail.com,M,1961-11-14,60대+,중원구 테헤란번길 76,성남,49465,SILVER,2023-11-03,true,6508310,87,2026-03-28,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000022,CUST-00022,엄하은,010-7622-2092,um22@hanmail.net,F,1987-04-24,30대,북구 청춘번길 287,광주,22601,GOLD,2020-04-23,true,2369379,19,2026-04-04,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000023,CUST-00023,나수아,010-3932-9005,na23@gmail.com,F,1997-08-28,20대,처인구 해방로 80,용인,27920,REGULAR,2024-11-09,true,1864987,76,2026-03-09,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000024,CUST-00024,전정우,010-6467-2274,jeon24@naver.com,M,2003-10-23,20대,권선구 미래대로 113,수원,58033,VIP,2020-08-22,true,3258335,42,2026-03-03,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000025,CUST-00025,배은지,010-9136-6323,bae25@daum.net,M,1963-05-11,60대+,수성구 산업로 244,대구,37102,SILVER,2021-10-10,true,2005248,79,2026-03-01,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000026,CUST-00026,현태양,010-1781-8510,hyun26@gmail.com,F,2004-01-19,20대,기흥구 번영대로 80,용인,58320,REGULAR,2021-01-14,true,5018335,82,2026-04-05,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000027,CUST-00027,이수빈,010-6163-8195,lee27@kakao.com,M,1967-03-26,50대,동작구 학원번길 62,서울,40652,SILVER,2022-12-11,true,6125808,24,2026-04-03,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000028,CUST-00028,서준호,010-1723-7175,seo28@naver.com,M,1975-12-17,50대,일산서구 학원길 292,고양,20596,GOLD,2020-02-13,true,9815774,97,2026-03-20,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000029,CUST-00029,홍채원,010-9896-4005,hong29@hanmail.net,M,1989-02-07,30대,유성구 번영로 207,대전,60085,GOLD,2021-06-22,true,5830479,116,2026-03-01,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000030,CUST-00030,허시우,010-9075-8547,heo30@hanmail.net,M,1998-05-03,20대,종로구 청춘번길 175,서울,12762,REGULAR,2024-03-06,true,2098884,37,2026-04-12,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000031,CUST-00031,홍다은,010-6933-2195,hong31@hanmail.net,F,1962-10-03,60대+,서구 청춘로 148,광주,47095,REGULAR,2022-10-03,true,5918740,12,2026-03-30,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000032,CUST-00032,백태양,010-4982-7959,baek32@naver.com,M,1962-11-15,60대+,장안구 번영번길 91,수원,12303,REGULAR,2020-07-09,true,2841101,77,2026-03-27,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000033,CUST-00033,장하영,010-6925-3528,jang33@daum.net,F,1975-02-15,50대,일산서구 산업대로 290,고양,37714,REGULAR,2020-01-10,true,4698859,81,2026-04-02,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000034,CUST-00034,권형준,010-4149-9620,kwon34@kakao.com,M,1974-06-06,50대,권선구 중앙로 66,수원,16624,SILVER,2021-02-13,true,7658681,24,2026-03-04,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000035,CUST-00035,신서윤,010-8853-6328,shin35@naver.com,F,1988-08-19,30대,팔달구 중앙로 243,수원,35154,GOLD,2025-07-21,true,4805427,55,2026-03-04,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000036,CUST-00036,손유진,010-2602-7775,son36@hanmail.net,F,2005-04-04,20대,동래구 문화대로 150,부산,29478,SILVER,2023-08-24,true,5836858,51,2026-04-06,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000037,CUST-00037,유나연,010-4878-7196,yoo37@gmail.com,M,2000-06-16,20대,동작구 번영번길 292,서울,50108,GOLD,2025-09-26,true,2096148,12,2026-03-07,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000038,CUST-00038,곽하은,010-3948-2300,kwak38@hanmail.net,M,2004-08-07,20대,서초구 청춘대로 174,서울,38285,GOLD,2023-02-21,true,8244950,108,2026-03-31,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000039,CUST-00039,황승우,010-9900-2144,hwang39@naver.com,M,1983-05-09,40대,동래구 희망대로 34,부산,52688,REGULAR,2025-02-20,true,7995905,57,2026-03-01,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000040,CUST-00040,현다은,010-2705-2961,hyun40@daum.net,F,2000-09-27,20대,영통구 테헤란번길 299,수원,34739,REGULAR,2022-08-14,true,8960626,30,2026-04-12,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000041,CUST-00041,한지원,010-5122-8412,han41@naver.com,M,1984-07-28,40대,일산서구 산업대로 262,고양,46752,SILVER,2021-05-18,true,2790209,58,2026-03-15,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000042,CUST-00042,공채원,010-9458-2598,gong42@hanmail.net,F,1996-05-10,30대,용산구 미래번길 175,서울,25707,SILVER,2021-07-01,true,8509262,67,2026-03-18,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000043,CUST-00043,정하은,010-5760-3807,jung43@naver.com,F,1964-04-03,60대+,팔달구 중앙번길 207,수원,25142,REGULAR,2021-02-16,true,2566406,20,2026-03-12,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000044,CUST-00044,손나연,010-3532-7527,son44@naver.com,M,1960-04-17,60대+,서구 희망길 259,대전,15570,GOLD,2022-06-15,true,3948514,104,2026-03-11,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000045,CUST-00045,유수빈,010-4238-6302,yoo45@gmail.com,F,1968-04-23,50대,해운대구 번영길 230,부산,20090,GOLD,2020-12-28,true,7021365,106,2026-02-28,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000046,CUST-00046,전유진,010-1367-7809,jeon46@naver.com,M,1975-04-11,50대,동작구 문화길 176,서울,38912,REGULAR,2024-04-01,true,5453055,10,2026-04-10,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000047,CUST-00047,진다인,010-2491-2482,jin47@kakao.com,M,1992-08-22,30대,달서구 해방로 242,대구,19867,GOLD,2025-07-18,true,4811915,53,2026-03-03,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000048,CUST-00048,전서연,010-8289-1096,jeon48@kakao.com,F,1994-06-14,30대,금정구 테헤란로 182,부산,54456,REGULAR,2020-09-04,true,6510182,16,2026-03-24,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000049,CUST-00049,우수아,010-2806-6815,woo49@gmail.com,M,1969-12-01,50대,팔달구 테헤란번길 79,수원,16956,REGULAR,2025-09-09,true,4991096,101,2026-03-14,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000050,CUST-00050,송보라,010-3161-7218,song50@daum.net,F,1967-10-02,50대,금정구 테헤란대로 16,부산,26127,REGULAR,2020-09-08,true,3255282,61,2026-03-20,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000051,CUST-00051,방현준,010-9785-6381,bang51@kakao.com,M,1982-06-06,40대,부평구 산업번길 218,인천,33855,GOLD,2025-07-01,true,4739064,69,2026-03-04,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000052,CUST-00052,손현준,010-6514-8340,son52@gmail.com,F,1977-10-05,40대,처인구 학원대로 277,용인,34114,GOLD,2023-02-17,true,6332263,21,2026-04-01,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000053,CUST-00053,신민호,010-5953-5648,shin53@naver.com,F,1985-06-20,40대,종로구 산업길 281,서울,11929,REGULAR,2023-11-09,true,9138283,10,2026-03-01,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000054,CUST-00054,노유진,010-3718-7423,noh54@naver.com,M,1982-07-10,40대,관악구 해방로 215,서울,23851,REGULAR,2024-11-08,true,1762340,103,2026-03-30,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000055,CUST-00055,고은서,010-7617-3130,ko55@gmail.com,M,1992-08-07,30대,북구 학원로 130,대구,51979,SILVER,2025-06-05,true,5387997,91,2026-03-01,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000056,CUST-00056,조은서,010-7639-2182,cho56@daum.net,F,1973-11-10,50대,장안구 청춘번길 39,수원,17449,REGULAR,2023-10-11,true,9522000,50,2026-04-15,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000057,CUST-00057,고태민,010-3428-5803,ko57@daum.net,M,2001-10-07,20대,영통구 문화대로 269,수원,25957,REGULAR,2024-02-22,true,9968632,32,2026-03-15,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000058,CUST-00058,한예린,010-7475-5025,han58@daum.net,M,1982-11-27,40대,해운대구 산업대로 227,부산,27819,REGULAR,2023-03-11,true,1758688,69,2026-03-26,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000059,CUST-00059,손우진,010-2011-6626,son59@kakao.com,M,1997-07-27,20대,연제구 번영로 172,부산,30212,SILVER,2021-02-15,true,514332,65,2026-03-24,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000060,CUST-00060,주예은,010-4835-8758,joo60@naver.com,F,1966-07-13,60대+,남구 테헤란로 91,부산,46857,SILVER,2022-09-20,true,4806940,103,2026-04-06,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000061,CUST-00061,공재현,010-8527-8807,gong61@gmail.com,F,1977-12-20,40대,권선구 희망번길 73,수원,54587,GOLD,2021-04-25,true,3586111,47,2026-03-01,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000062,CUST-00062,엄현우,010-9215-8673,um62@hanmail.net,M,1977-06-27,40대,일산서구 미래길 146,고양,37438,REGULAR,2024-12-09,true,805583,27,2026-03-06,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000063,CUST-00063,강현우,010-6721-7643,kang63@daum.net,F,1990-01-07,30대,미추홀구 희망대로 94,인천,58338,REGULAR,2020-06-10,true,1898862,29,2026-03-14,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000064,CUST-00064,방채린,010-6113-7272,bang64@daum.net,F,1991-12-05,30대,동구 해방로 5,대전,16321,GOLD,2022-07-23,true,9064356,75,2026-03-06,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000065,CUST-00065,강수아,010-8290-2250,kang65@daum.net,F,1974-10-16,50대,처인구 청춘대로 159,용인,50325,VIP,2020-08-04,true,2919113,20,2026-03-15,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000066,CUST-00066,오한결,010-1613-1216,oh66@kakao.com,M,1972-06-24,50대,일산서구 테헤란길 261,고양,58754,SILVER,2022-03-20,true,7304887,62,2026-03-04,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000067,CUST-00067,윤민수,010-6793-4638,yoon67@hanmail.net,M,1986-01-08,40대,기흥구 중앙번길 278,용인,31782,REGULAR,2024-10-03,true,4121658,48,2026-03-08,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000068,CUST-00068,윤다인,010-5629-3170,yoon68@daum.net,M,1994-06-10,30대,서초구 번영길 188,서울,15622,SILVER,2022-12-19,true,3654840,114,2026-04-03,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000069,CUST-00069,장승민,010-9795-1634,jang69@daum.net,F,1989-05-12,30대,분당구 문화번길 75,성남,39605,SILVER,2022-12-25,true,8583459,37,2026-04-14,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000070,CUST-00070,고민준,010-8025-7217,ko70@gmail.com,M,1965-02-07,60대+,서구 해방로 165,광주,59451,VIP,2024-11-11,true,7199613,67,2026-03-06,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000071,CUST-00071,안상우,010-7768-7330,ahn71@naver.com,M,1964-09-02,60대+,관악구 테헤란로 60,서울,26613,VIP,2023-06-13,true,1246084,43,2026-04-04,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000072,CUST-00072,차지훈,010-9352-2079,cha72@gmail.com,F,2003-10-09,20대,수성구 학원번길 52,대구,56603,SILVER,2024-05-04,true,5420234,114,2026-04-01,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000073,CUST-00073,주준호,010-2473-2111,joo73@daum.net,M,1994-04-05,30대,강서구 희망번길 12,서울,53834,REGULAR,2021-08-11,true,8311660,37,2026-03-23,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000074,CUST-00074,배수아,010-9668-6440,bae74@gmail.com,F,1967-01-03,50대,팔달구 해방길 157,수원,61524,GOLD,2022-10-14,true,5906998,48,2026-03-05,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000075,CUST-00075,정진우,010-1929-2774,jung75@naver.com,F,1960-12-06,60대+,남동구 번영길 205,인천,35760,REGULAR,2024-09-05,true,2193514,23,2026-03-10,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000076,CUST-00076,신태양,010-2869-8321,shin76@naver.com,M,1971-06-28,50대,처인구 희망대로 269,용인,63591,REGULAR,2025-01-12,true,8566421,113,2026-04-15,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000077,CUST-00077,윤예은,010-4629-1772,yoon77@hanmail.net,M,1967-06-07,50대,권선구 중앙대로 226,수원,36993,REGULAR,2022-05-28,true,5175488,67,2026-03-03,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000078,CUST-00078,장재현,010-8880-1697,jang78@naver.com,F,2003-04-19,20대,관악구 번영번길 124,서울,55081,REGULAR,2022-01-18,true,2846040,116,2026-04-11,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000079,CUST-00079,남윤아,010-2093-6409,nam79@hanmail.net,M,1982-04-14,40대,동래구 테헤란대로 260,부산,11245,SILVER,2025-02-18,true,9394341,31,2026-03-28,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000080,CUST-00080,하나연,010-7400-9733,ha80@daum.net,M,1996-11-28,30대,남동구 청춘길 110,인천,43105,GOLD,2023-11-06,true,1851211,79,2026-03-09,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000081,CUST-00081,나은지,010-6334-2250,na81@daum.net,M,1989-11-02,30대,기흥구 번영대로 176,용인,35794,VIP,2022-09-27,true,3946721,96,2026-04-03,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000082,CUST-00082,유현우,010-7649-7938,yoo82@gmail.com,M,1999-11-23,20대,노원구 해방번길 48,서울,25375,REGULAR,2023-06-10,true,4907833,26,2026-03-13,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000083,CUST-00083,정진우,010-5906-2621,jung83@gmail.com,M,1966-04-28,60대+,강남구 테헤란길 5,서울,53768,GOLD,2021-04-20,true,514601,5,2026-03-20,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000084,CUST-00084,오성훈,010-6691-1904,oh84@hanmail.net,F,1989-04-14,30대,서구 학원대로 263,인천,18512,SILVER,2025-04-07,true,7626259,39,2026-03-11,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000085,CUST-00085,유건우,010-7750-9377,yoo85@naver.com,F,1979-08-15,40대,서구 테헤란번길 222,인천,17348,SILVER,2024-06-16,true,8867207,12,2026-03-12,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000086,CUST-00086,성수아,010-8448-3932,sung86@hanmail.net,F,1991-09-08,30대,중원구 해방길 32,성남,13644,SILVER,2024-10-09,true,2354649,41,2026-04-03,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000087,CUST-00087,강나연,010-5729-5681,kang87@daum.net,F,1978-11-24,40대,미추홀구 학원길 147,인천,46627,SILVER,2021-06-21,true,442042,96,2026-04-09,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000088,CUST-00088,정미래,010-9563-7724,jung88@hanmail.net,F,1984-03-03,40대,중원구 청춘번길 263,성남,61237,REGULAR,2023-08-03,true,8357164,82,2026-03-30,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000089,CUST-00089,홍성훈,010-5215-5656,hong89@kakao.com,M,1997-05-27,20대,강남구 중앙길 239,서울,38199,GOLD,2023-06-07,true,5559844,52,2026-04-07,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000090,CUST-00090,심소연,010-6865-2256,sim90@daum.net,F,2003-10-26,20대,동구 번영로 106,대전,62748,REGULAR,2020-09-15,true,444381,4,2026-03-26,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000091,CUST-00091,현현준,010-6702-8076,hyun91@hanmail.net,F,2001-04-12,20대,대덕구 미래번길 224,대전,31146,SILVER,2025-07-28,true,1256309,3,2026-02-28,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000092,CUST-00092,윤유진,010-3913-5101,yoon92@hanmail.net,F,1979-12-27,40대,수정구 해방번길 92,성남,57314,SILVER,2021-08-14,true,8288279,89,2026-03-20,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000093,CUST-00093,허규민,010-9249-5856,heo93@hanmail.net,M,1989-08-17,30대,권선구 희망길 184,수원,30770,GOLD,2022-04-16,true,6771768,5,2026-04-03,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000094,CUST-00094,노서윤,010-1530-5629,noh94@daum.net,F,1994-03-14,30대,장안구 해방로 285,수원,32921,SILVER,2020-11-09,true,8698763,22,2026-03-14,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000095,CUST-00095,전은지,010-2804-9674,jeon95@naver.com,F,2003-08-28,20대,서구 학원로 135,인천,51358,GOLD,2020-10-07,true,4421869,107,2026-03-03,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000096,CUST-00096,손주원,010-3504-7464,son96@daum.net,M,1993-02-09,30대,영통구 산업대로 273,수원,27899,REGULAR,2025-09-01,true,9674978,71,2026-03-09,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000097,CUST-00097,노건우,010-8914-3746,noh97@hanmail.net,F,1991-02-07,30대,종로구 청춘번길 148,서울,43348,VIP,2023-10-10,true,6831032,89,2026-04-07,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000098,CUST-00098,홍민수,010-4578-7161,hong98@daum.net,F,1984-01-02,40대,장안구 해방로 155,수원,62450,GOLD,2022-01-25,true,5111728,22,2026-04-12,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000099,CUST-00099,노우진,010-3826-7599,noh99@kakao.com,M,1976-10-21,50대,광산구 문화로 190,광주,45143,REGULAR,2022-05-25,true,2005458,35,2026-04-10,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000100,CUST-00100,권지아,010-9089-8902,kwon100@gmail.com,F,1964-09-19,60대+,팔달구 산업길 140,수원,12551,SILVER,2024-05-24,true,9446232,71,2026-04-13,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000101,CUST-00101,윤한결,010-4568-5928,yoon101@naver.com,F,1968-03-09,50대,북구 테헤란로 101,대구,28760,GOLD,2021-11-11,true,253327,115,2026-04-10,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000102,CUST-00102,송민준,010-1214-2195,song102@kakao.com,F,1979-01-13,40대,권선구 미래로 97,수원,54356,REGULAR,2022-03-16,true,4290462,80,2026-03-27,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000103,CUST-00103,신하영,010-6788-5074,shin103@naver.com,M,1983-02-14,40대,강남구 희망로 111,서울,55248,REGULAR,2023-05-09,true,1141196,34,2026-04-06,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000104,CUST-00104,심진우,010-8604-2912,sim104@daum.net,F,1960-05-26,60대+,달서구 해방번길 111,대구,43005,SILVER,2021-07-27,true,8254633,98,2026-03-13,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000105,CUST-00105,하하린,010-4836-1056,ha105@hanmail.net,M,2004-04-11,20대,미추홀구 해방대로 66,인천,30725,SILVER,2022-08-27,true,1151842,108,2026-03-06,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000106,CUST-00106,현수빈,010-1560-6186,hyun106@daum.net,F,1995-06-18,30대,덕양구 학원로 28,고양,53211,SILVER,2023-07-12,true,7790674,97,2026-03-21,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000107,CUST-00107,김민수,010-9647-3920,kim107@gmail.com,M,1989-06-04,30대,처인구 산업로 225,용인,47939,REGULAR,2025-04-04,true,5830823,107,2026-03-25,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000108,CUST-00108,류민호,010-1323-4296,ryu108@daum.net,M,1965-03-21,60대+,동구 청춘길 162,대전,34165,REGULAR,2025-01-28,true,6819751,103,2026-03-25,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000109,CUST-00109,송규민,010-8642-1413,song109@kakao.com,F,1990-02-12,30대,수지구 번영길 140,용인,36878,REGULAR,2021-01-05,true,7915032,16,2026-03-08,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000110,CUST-00110,전지아,010-5559-3988,jeon110@naver.com,F,2004-09-21,20대,서구 중앙번길 205,인천,45896,SILVER,2020-05-21,true,2799642,75,2026-03-14,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000111,CUST-00111,남하은,010-2560-8773,nam111@hanmail.net,F,1982-10-10,40대,영통구 학원로 300,수원,16691,REGULAR,2023-09-26,true,4829172,87,2026-04-06,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000112,CUST-00112,심준호,010-8602-5146,sim112@hanmail.net,M,1972-01-12,50대,수정구 중앙대로 298,성남,63351,GOLD,2022-11-17,true,6593872,78,2026-03-17,d1000001-0005-4000-8000-000000000005
